query_name,data_name,ngraphs,tokens,n_patterns,n_graphs,n_total_objects,loading_time,indexing_time,materialise_time_collection,materialise_time_final,query_collect_node_match,query_collect_edge_match,generate_nested_morphisms,run_transform
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,18,9,224,0,37.1317,7.05996,8.67292,3.23842,0.103938,0.627024,49.4083,25.0446
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,18,9,224,0,38.74,7.63718,9.15122,3.34107,0.10668,0.589768,52.5796,26.3667
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,18,9,224,0,38.0032,7.21686,8.76487,3.11787,0.105816,0.548367,51.3683,25.0318
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,18,9,224,0,37.0056,7.09932,8.78122,3.117,0.108287,0.552205,50.0116,25.2792
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,18,9,224,0,38.1968,7.3431,8.89889,3.19495,0.1063,0.569616,51.4762,25.8607
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,7.05434,1.70403,1.8729,1.19596,0.080712,0.11739,11.4142,6.52037
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,7.06316,1.67639,2.21273,1.25211,0.088194,0.134844,12.3248,7.05264
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,7.08357,1.64364,1.99563,1.19881,0.089257,0.124284,11.6557,6.42157
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,6.96124,1.64449,1.98283,1.8852,0.089465,0.12786,12.6763,6.9096
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,7.05739,1.69335,1.86996,1.2468,0.085244,0.125931,12.7201,6.48092
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,6.86631,1.77388,1.94181,1.20858,0.085886,0.148666,12.7291,6.48108
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,6.91745,1.63273,1.90824,1.29078,0.088242,0.125032,12.2978,7.15088
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,7.13853,1.63512,1.97076,1.22512,0.080658,0.122017,11.6539,7.08134
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,6.87961,1.73384,1.9787,1.29772,0.114504,0.128267,12.6633,6.62168
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,7.04384,1.6686,2.02168,1.27401,0.089096,0.13341,12.6026,6.84062
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,7.16706,1.70462,1.88038,1.21916,0.087062,0.123625,11.9952,6.41274
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,6.87755,1.62478,1.95342,1.75438,0.088688,0.130638,12.4709,6.95527
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,7.09514,1.65662,1.96475,1.26842,0.129437,0.167107,12.7091,6.83375
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,7.05529,1.70508,1.98846,1.32674,0.097684,0.138206,12.8047,7.62553
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,7.15341,1.70095,1.97804,1.31614,0.093869,0.131736,13.1023,6.68026
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,7.22949,1.76846,2.01841,1.31008,0.09544,0.138707,13.1588,7.24951
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,7.26017,1.71592,2.03623,1.35049,0.093286,0.1312,12.683,7.26002
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,7.30762,1.80743,2.062,1.32539,0.097519,0.136227,13.4548,7.10274
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,7.15613,1.63646,1.83858,1.2558,0.084638,0.120141,11.6237,7.3493
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,225,5,9,224,0,6.88808,1.65543,1.97703,1.31672,0.119134,0.135183,12.9867,6.88623
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,23.7746,4.67683,6.21387,2.44456,0.109482,0.361674,32.6162,17.4642
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,24.0049,4.89137,6.26836,2.58076,0.110868,0.371936,34.7856,18.573
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,23.9723,4.57263,6.15999,2.46156,0.102201,0.360764,32.8886,17.5171
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,24.0996,4.8677,6.30668,2.59587,0.106437,0.376532,34.5387,18.417
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,23.9148,4.42479,6.25411,2.48412,0.107738,0.358029,32.7658,17.6684
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,23.6889,4.69836,6.25991,2.57371,0.113379,0.391032,34.6099,18.4106
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,23.9292,4.36149,5.96475,2.47237,0.105246,0.346427,32.2143,17.3156
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,24.0409,4.6879,6.13662,2.54711,0.112511,0.370079,33.8573,17.7589
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,23.8152,4.65356,6.3901,2.60433,0.112509,0.369323,34.2138,18.4286
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,23.6187,4.52372,6.12416,2.52676,0.106234,0.366529,33.1149,17.9215
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,23.8866,4.68049,6.29374,2.56056,0.114706,0.378084,34.7477,18.422
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,23.9085,4.74005,6.30973,2.58937,0.107121,0.386328,33.5348,18.2964
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,23.5225,4.45243,6.05767,2.50663,0.103143,0.363915,33.0455,17.5968
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,23.6741,4.69772,6.28299,2.55636,0.109722,0.376646,34.1991,18.338
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,23.8468,4.52835,6.01575,2.45033,0.105782,0.360696,33.0211,17.7046
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,23.6642,4.68367,6.35348,2.72252,0.108405,0.370585,34.0629,19.8642
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,25.4698,5.45101,6.7546,2.71803,0.127453,0.42053,39.5022,20.2676
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,23.804,4.54183,6.07697,2.45206,0.10464,0.365947,32.9184,17.4268
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,24.4041,4.89422,5.94104,2.45226,0.115896,0.40362,32.4141,16.867
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,10,9,299,0,23.6134,4.53104,6.25797,2.44851,0.101692,0.358638,32.6043,17.6352
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,43.1248,7.62265,9.76191,3.46121,0.103229,0.63535,54.6438,28.3965
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,44.174,7.64963,9.99219,3.52268,0.105261,0.635674,53.6908,28.7407
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,46.8056,8.23693,9.6633,3.37984,0.108677,0.670545,53.7708,27.2395
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,44.7567,8.03303,9.50672,3.31785,0.110288,0.67313,54.2727,27.1898
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,45.1284,8.04256,10.159,3.6511,0.105823,0.661946,58.1901,29.5793
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,43.3024,7.47478,9.84443,3.44254,0.10831,0.623308,53.8928,28.3966
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,44.0318,7.8095,10.0516,3.54565,0.1099,0.649418,58.6238,29.5229
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,43.7861,7.57044,9.6895,3.45818,0.102435,0.628449,54.5352,28.0453
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,44.7769,8.00456,10.0956,3.62084,0.110623,0.695906,58.4512,29.488
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,43.9062,7.6297,9.61956,3.45259,0.101978,0.637814,54.0346,27.9084
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,44.6192,8.01027,9.76322,3.4148,0.103923,0.710728,55.4364,28.105
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,44.8156,7.5868,9.72147,3.39508,0.104887,0.643193,55.5533,28.1111
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,45.0471,7.76747,9.79063,3.48832,0.103755,0.63857,55.7686,28.5768
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,44.4419,7.64962,9.72684,3.5443,0.101578,0.700474,55.7569,28.0061
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,45.0949,7.95688,9.91681,3.40275,0.103313,0.643344,55.9938,28.2774
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,43.793,7.68086,10.0105,3.49998,0.107222,0.633694,54.089,28.6591
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,45.4534,7.97685,10.9161,3.87497,0.109761,0.650966,56.3534,29.4025
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,43.4233,7.67928,9.75589,3.44824,0.109136,0.646301,55.1739,28.2708
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,45.5444,7.70733,9.89179,3.50081,0.107896,0.632312,55.6525,28.0073
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,15,9,299,0,45.1918,7.80459,9.87195,3.43423,0.112398,0.65241,55.8242,28.4592
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,59.216,9.69335,12.3772,4.34147,0.113141,1.0154,68.5069,34.0854
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,58.0665,9.56634,12.0594,4.22676,0.108756,0.83246,67.5382,33.8182
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,61.3577,9.94233,12.5615,4.42161,0.115831,0.838646,70.0847,34.8324
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,58.4954,9.70139,12.0969,4.40828,0.111062,1.03623,68.7249,34.3656
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,60.7705,9.69036,12.278,4.44011,0.113513,0.846697,69.6477,34.9068
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,59.7179,9.64116,11.8633,4.28633,0.108203,0.845883,69.0268,33.9667
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,60.7401,9.98039,12.3216,4.43866,0.111756,0.879926,69.5584,34.7195
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,59.8872,9.61541,12.0584,4.29508,0.111742,0.83175,68.8604,33.8659
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,59.6301,9.77405,12.2907,4.42771,0.114816,0.859173,68.7631,34.1066
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,59.2807,9.58583,12.1359,4.2911,0.111747,1.22469,68.354,33.8962
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,59.8079,9.85428,12.5928,4.40295,0.112228,0.85573,68.9354,34.4426
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,59.6492,9.71449,12.0191,4.30859,0.108392,0.854367,68.5706,33.9579
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,57.5661,9.50751,12.1998,4.32414,0.106321,0.859369,67.8224,33.678
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,58.5668,9.58793,12.235,4.39092,0.111523,0.86423,67.7455,33.5809
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,58.323,10.0856,12.2354,4.33106,0.113726,0.867851,68.0833,34.0809
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,58.9187,9.52155,12.1217,4.36764,0.104567,0.836642,68.1819,33.5003
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,61.7158,9.76086,12.3312,4.44061,0.132231,0.872836,69.9123,34.7756
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,58.8663,9.58337,12.1637,4.41954,0.107433,0.855234,68.6732,34.3735
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,59.1506,9.51525,12.1953,4.32666,0.107435,0.903653,67.8608,34.5543
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,18,9,299,0,60.0521,9.76784,12.284,4.43136,0.109778,0.839317,69.4215,34.4693
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,9.88408,2.21255,2.68541,1.78318,0.092176,0.185922,17.1193,8.75211
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,10.0116,2.20548,2.57252,1.76165,0.096996,0.165656,16.1646,8.41122
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,10.0475,2.28652,2.60431,1.73287,0.094614,0.173652,16.2914,9.19071
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,9.69147,2.22943,2.65077,1.77492,0.09835,0.174068,17.4329,8.76314
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,10.0705,2.24742,2.64145,1.69663,0.094451,0.166891,16.0373,8.31685
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,9.98088,2.25444,2.70415,1.77629,0.097782,0.175553,17.1673,8.57517
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,10.1021,2.21019,2.61848,1.89406,0.092108,0.1789,16.0868,8.8633
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,10.3059,2.30829,2.639,1.75287,0.096048,0.177533,17.0305,8.9375
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,9.96087,2.21349,2.6052,1.78865,0.097851,0.171741,16.5917,8.87016
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,10.2617,2.30464,2.68763,1.77869,0.094605,0.175794,17.2793,8.75563
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,10.184,2.21729,2.53201,1.73602,0.094741,0.171647,16.117,8.99392
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,9.87606,2.1893,2.68703,2.63825,0.095264,0.173986,16.3085,8.84832
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,9.99535,2.20504,2.69371,1.80855,0.092988,0.169043,16.8717,8.90277
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,10.0987,2.194,2.59513,1.68791,0.09312,0.165755,16.4537,8.65287
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,9.8985,2.20983,2.6517,1.79486,0.091948,0.169186,17.1993,8.79359
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,9.98316,2.30402,2.54857,1.69948,0.096715,0.163902,15.9333,8.72983
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,9.99183,2.38433,2.68951,1.73023,0.091461,0.167021,15.8088,8.63701
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,9.81361,2.1884,2.63128,1.7587,0.09455,0.16798,16.6683,8.5697
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,9.89219,2.28476,2.70652,1.7593,0.093007,0.16639,16.8709,8.76322
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,300,5,9,299,0,9.90861,2.37365,2.64533,1.73432,0.095796,0.175043,16.6531,9.18848
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.27529,1.28133,1.17292,1.09622,0.083974,0.115033,8.19831,4.76117
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.26932,1.39226,1.18318,0.579231,0.085001,0.100045,8.22174,4.70712
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.89943,1.39257,1.46253,0.591831,0.083521,0.096462,8.29766,4.74727
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.56088,1.3696,1.14612,0.582002,0.080911,0.097815,8.28496,4.62714
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.38052,1.30736,1.12967,0.563926,0.079187,0.09969,8.1327,4.3964
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.33371,1.34185,1.2028,0.598551,0.090468,0.101138,8.25279,4.56538
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.55808,1.34465,1.15222,0.591186,0.085173,0.103599,8.52155,4.61479
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.37461,1.3003,1.11523,0.60444,0.076484,0.0947,8.10826,4.50781
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.36778,1.32167,1.21251,0.591228,0.084621,0.100619,8.42281,4.92725
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.38599,1.29907,1.16144,0.575242,0.079747,0.097393,8.31997,4.47036
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.31607,1.3226,1.13591,0.581098,0.083556,0.102267,8.37555,4.81185
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.41173,1.41185,1.26068,0.592282,0.081426,0.097447,8.34238,4.72411
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.28726,1.34658,1.15734,0.593823,0.103623,0.108928,8.36999,4.64109
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.48191,1.28075,1.13801,0.578166,0.078293,0.095908,8.11946,4.72748
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.38001,1.28563,1.37104,0.591597,0.084926,0.100872,8.46291,4.69427
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.31961,1.31262,1.13314,0.565986,0.080663,0.095574,8.11522,4.62249
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.34268,1.34233,1.18254,0.564046,0.0983,0.104665,7.86463,4.41996
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.3219,1.33073,1.21479,0.600748,0.084866,0.098769,8.72671,4.68388
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.40324,1.29142,1.14829,0.606047,0.07814,0.096164,7.97577,4.44628
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,10,9,74,0,4.33818,1.33346,1.18998,0.569895,0.083362,0.098507,8.11011,4.52456
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,15,9,74,0,7.02581,2.12217,1.88257,0.812931,0.087033,0.153816,12.9694,7.4398
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,15,9,74,0,7.01376,2.02809,1.98768,0.854059,0.086774,0.150038,13.4368,7.51089
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,15,9,74,0,7.01425,2.05678,1.97845,0.844411,0.083009,0.147114,13.0323,7.60162
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,15,9,74,0,6.9795,2.05161,2.06595,0.818048,0.082406,0.142549,12.8429,7.34117
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,15,9,74,0,6.93961,2.08237,2.08894,0.854625,0.082723,0.15217,13.61,7.67171
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,15,9,74,0,7.00318,2.01513,2.05679,0.825614,0.084272,0.143668,13.3913,7.27885
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,15,9,74,0,7.02358,2.01438,2.04903,0.867542,0.083196,0.145641,13.0491,7.25414
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,15,9,74,0,7.00999,2.04401,1.97602,0.81501,0.084717,0.145841,12.8413,7.19507
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,15,9,74,0,6.95229,2.1171,2.21085,0.867573,0.098405,0.173017,13.7563,7.54845
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,15,9,74,0,7.1063,2.04791,2.03266,0.839353,0.148729,0.145855,13.6172,7.40059
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,15,9,74,0,6.91683,2.00014,2.00208,0.944576,0.087262,0.145784,12.6139,7.20958
data/test/einstein/einstein_query.txt,/home/giacomo/Scrivania/wonder_words/graphs/commonsenseqatrain,75,15,9,74,0,6.86228,2.00551,2.24201,0.854369,0.088293,0.152804,13.5937,7.67448
